TOP.66b3cf76.00081c5a	START
TOP.66d0e9d4.00094562	user_options->quiet	0
TOP.66d0e9d4.00094562	user_options->remove	0
TOP.66d0e9d4.00094562	user_options->remove_timer	60
TOP.66d0e9d4.00094562	user_options->restore	0
TOP.66d0e9d4.00094562	user_options->restore_disable	0
TOP.66d0e9d4.00094562	user_options->restore_timer	1
TOP.66d0e9d4.00094562	user_options->rp_files_cnt	1
TOP.66d0e9d4.00094562	user_options->rp_gen	0
TOP.66d0e9d4.00094562	user_options->rp_gen_func_max	4
TOP.66d0e9d4.00094562	user_options->rp_gen_func_min	1
TOP.66d0e9d4.00094562	user_options->rp_gen_seed	0
TOP.66d0e9d4.00094562	user_options->runtime	0
TOP.66d0e9d4.00094562	user_options->scrypt_tmto	0
TOP.66d0e9d4.00094562	user_options->segment_size	33554432
TOP.66d0e9d4.00094562	user_options->self_test_disable	0
TOP.66d0e9d4.00094562	user_options->slow_candidates	0
TOP.66d0e9d4.00094562	user_options->show	0
TOP.66d0e9d4.00094562	user_options->speed_only	0
TOP.66d0e9d4.00094562	user_options->spin_damp	0
TOP.66d0e9d4.00094562	user_options->status	0
TOP.66d0e9d4.00094562	user_options->status_json	0
TOP.66d0e9d4.00094562	user_options->status_timer	10
TOP.66d0e9d4.00094562	user_options->stdout_flag	0
TOP.66d0e9d4.00094562	user_options->usage	0
TOP.66d0e9d4.00094562	user_options->username	0
TOP.66d0e9d4.00094562	user_options->veracrypt_pim_start	485
TOP.66d0e9d4.00094562	user_options->veracrypt_pim_stop	485
TOP.66d0e9d4.00094562	user_options->version	0
TOP.66d0e9d4.00094562	user_options->workload_profile	2
TOP.66d0e9d4.00094562	user_options->brain_client	0
TOP.66d0e9d4.00094562	user_options->brain_client_features	2
TOP.66d0e9d4.00094562	user_options->brain_server	0
TOP.66d0e9d4.00094562	user_options->brain_server_timer	300
TOP.66d0e9d4.00094562	user_options->brain_port	6863
TOP.66d0e9d4.00094562	user_options->brain_session	0
TOP.66d0e9d4.00094562	hashes->hashfile	..\temp\hash.txt
TOP.66d0e9d4.00094562	hashes->hashlist_mode	5
TOP.66d0e9d4.00094562	hashes->hashlist_format	0
TOP.66d0e9d4.00094562	hashes->hashes_cnt	0
TOP.66d0e9d4.00094562	hashes->digests_cnt	1
TOP.66d0e9d4.00094562	hashes->digests_done_pot	0
TOP.66d0e9d4.00094562	hashes->digests_done_zero	0
TOP.66d0e9d4.00094562	hashes->digests_done	0
TOP.66d0e9d4.00094562	hashes->salts_cnt	1
TOP.66d0e9d4.00094562	hashes->salts_done	0
TOP.66d0e9d4.00094562	SUB.66d0e9d6.0001780d	START
TOP.66d0e9d4.00094562	SUB.66d0e9d6.0001780d	straight_ctx->dict	C:\Users\Admin\Downloads\10millionPasswords\10millionPasswords.txt
TOP.66d0e9d4.00094562	SUB.66d0e9d6.0001780d	rulefile	.\rules\generated.rule
TOP.66d0e9d4.00094562	SUB.66d0e9d6.0001780d	runtime_start	1724967382
TOP.66d0e9d4.00094562	SUB.66d0e9d6.0001780d	runtime_stop	1724967382
TOP.66d0e9d4.00094562	SUB.66d0e9d6.0001780d	hashes->digests_done_new	1
TOP.66d0e9d4.00094562	SUB.66d0e9d6.0001780d	status-after-work	6
TOP.66d0e9d4.00094562	SUB.66d0e9d6.0001780d	STOP
TOP.66d0e9d4.00094562	proc_start	1724967380
TOP.66d0e9d4.00094562	proc_stop	1724967384
TOP.66d0e9d4.00094562	STOP
TOP.66d0ea2d.00048650	START
TOP.66d0ea2d.00048650	folder_config->cwd	C:\Users\Admin\Documents\PK SEMESTR 3\PRACA MAGISTERSKA\DISTRIBUTED CRACKING\client\hashcat
TOP.66d0ea2d.00048650	folder_config->install_dir	.
TOP.66d0ea2d.00048650	folder_config->profile_dir	.
TOP.66d0ea2d.00048650	folder_config->session_dir	.
TOP.66d0ea2d.00048650	folder_config->shared_dir	.
TOP.66d0ea2d.00048650	user_options->encoding_from	utf-8
TOP.66d0ea2d.00048650	user_options->encoding_to	utf-8
TOP.66d0ea2d.00048650	user_options->outfile	..\temp\output.txt
TOP.66d0ea2d.00048650	user_options->rp_files[0]	.\rules\generated.rule
TOP.66d0ea2d.00048650	user_options->rule_buf_l	:
TOP.66d0ea2d.00048650	user_options->rule_buf_r	:
TOP.66d0ea2d.00048650	user_options->session	hashcat
TOP.66d0ea2d.00048650	user_options->separator	:
TOP.66d0ea2d.00048650	user_options->limit	0
TOP.66d0ea2d.00048650	user_options->skip	0
TOP.66d0ea2d.00048650	user_options->attack_mode	0
TOP.66d0ea2d.00048650	user_options->benchmark	0
TOP.66d0ea2d.00048650	user_options->benchmark_all	0
TOP.66d0ea2d.00048650	user_options->bitmap_max	18
TOP.66d0ea2d.00048650	user_options->bitmap_min	16
TOP.66d0ea2d.00048650	user_options->debug_mode	0
TOP.66d0ea2d.00048650	user_options->hash_info	0
TOP.66d0ea2d.00048650	user_options->force	0
TOP.66d0ea2d.00048650	user_options->hwmon_disable	0
TOP.66d0ea2d.00048650	user_options->hwmon_temp_abort	90
TOP.66d0ea2d.00048650	user_options->hash_mode	0
TOP.66d0ea2d.00048650	user_options->hex_charset	0
TOP.66d0ea2d.00048650	user_options->hex_salt	0
TOP.66d0ea2d.00048650	user_options->hex_wordlist	0
TOP.66d0ea2d.00048650	user_options->hook_threads	4
TOP.66d0ea2d.00048650	user_options->identify	0
TOP.66d0ea2d.00048650	user_options->increment	0
TOP.66d0ea2d.00048650	user_options->increment_max	256
TOP.66d0ea2d.00048650	user_options->increment_min	1
TOP.66d0ea2d.00048650	user_options->keep_guessing	0
TOP.66d0ea2d.00048650	user_options->kernel_accel	0
TOP.66d0ea2d.00048650	user_options->kernel_loops	0
TOP.66d0ea2d.00048650	user_options->kernel_threads	0
TOP.66d0ea2d.00048650	user_options->keyspace	0
TOP.66d0ea2d.00048650	user_options->left	0
TOP.66d0ea2d.00048650	user_options->logfile_disable	0
TOP.66d0ea2d.00048650	user_options->loopback	0
TOP.66d0ea2d.00048650	user_options->machine_readable	0
TOP.66d0ea2d.00048650	user_options->markov_classic	0
TOP.66d0ea2d.00048650	user_options->markov_disable	0
TOP.66d0ea2d.00048650	user_options->markov_inverse	0
TOP.66d0ea2d.00048650	user_options->markov_threshold	256
TOP.66d0ea2d.00048650	user_options->multiply_accel_disable	0
TOP.66d0ea2d.00048650	user_options->backend_info	0
TOP.66d0ea2d.00048650	user_options->backend_vector_width	0
TOP.66d0ea2d.00048650	user_options->optimized_kernel_enable	0
TOP.66d0ea2d.00048650	user_options->outfile_autohex	1
TOP.66d0ea2d.00048650	user_options->outfile_check_timer	5
TOP.66d0ea2d.00048650	user_options->outfile_format	3
TOP.66d0ea2d.00048650	user_options->wordlist_autohex_disable	0
TOP.66d0ea2d.00048650	user_options->potfile_disable	0
TOP.66d0ea2d.00048650	user_options->progress_only	0
TOP.66d0ea2d.00048650	user_options->quiet	0
TOP.66d0ea2d.00048650	user_options->remove	0
TOP.66d0ea2d.00048650	user_options->remove_timer	60
TOP.66d0ea2d.00048650	user_options->restore	0
TOP.66d0ea2d.00048650	user_options->restore_disable	0
TOP.66d0ea2d.00048650	user_options->restore_timer	1
TOP.66d0ea2d.00048650	user_options->rp_files_cnt	1
TOP.66d0ea2d.00048650	user_options->rp_gen	0
TOP.66d0ea2d.00048650	user_options->rp_gen_func_max	4
TOP.66d0ea2d.00048650	user_options->rp_gen_func_min	1
TOP.66d0ea2d.00048650	user_options->rp_gen_seed	0
TOP.66d0ea2d.00048650	user_options->runtime	0
TOP.66d0ea2d.00048650	user_options->scrypt_tmto	0
TOP.66d0ea2d.00048650	user_options->segment_size	33554432
TOP.66d0ea2d.00048650	user_options->self_test_disable	0
TOP.66d0ea2d.00048650	user_options->slow_candidates	0
TOP.66d0ea2d.00048650	user_options->show	0
TOP.66d0ea2d.00048650	user_options->speed_only	0
TOP.66d0ea2d.00048650	user_options->spin_damp	0
TOP.66d0ea2d.00048650	user_options->status	0
TOP.66d0ea2d.00048650	user_options->status_json	0
TOP.66d0ea2d.00048650	user_options->status_timer	10
TOP.66d0ea2d.00048650	user_options->stdout_flag	0
TOP.66d0ea2d.00048650	user_options->usage	0
TOP.66d0ea2d.00048650	user_options->username	0
TOP.66d0ea2d.00048650	user_options->veracrypt_pim_start	485
TOP.66d0ea2d.00048650	user_options->veracrypt_pim_stop	485
TOP.66d0ea2d.00048650	user_options->version	0
TOP.66d0ea2d.00048650	user_options->workload_profile	2
TOP.66d0ea2d.00048650	user_options->brain_client	0
TOP.66d0ea2d.00048650	user_options->brain_client_features	2
TOP.66d0ea2d.00048650	user_options->brain_server	0
TOP.66d0ea2d.00048650	user_options->brain_server_timer	300
TOP.66d0ea2d.00048650	user_options->brain_port	6863
TOP.66d0ea2d.00048650	user_options->brain_session	0
TOP.66d0ea2d.00048650	hashes->hashfile	..\temp\hash.txt
TOP.66d0ea2d.00048650	hashes->hashlist_mode	5
TOP.66d0ea2d.00048650	hashes->hashlist_format	0
TOP.66d0ea2d.00048650	hashes->hashes_cnt	0
TOP.66d0ea2d.00048650	hashes->digests_cnt	1
TOP.66d0ea2d.00048650	hashes->digests_done_pot	0
TOP.66d0ea2d.00048650	hashes->digests_done_zero	0
TOP.66d0ea2d.00048650	hashes->digests_done	0
TOP.66d0ea2d.00048650	hashes->salts_cnt	1
TOP.66d0ea2d.00048650	hashes->salts_done	0
TOP.66d0ea2d.00048650	SUB.66d0ea2e.000afb81	START
TOP.66d0ea2d.00048650	SUB.66d0ea2e.000afb81	straight_ctx->dict	C:\Users\Admin\Downloads\10millionPasswords\10millionPasswords.txt
TOP.66d0ea2d.00048650	SUB.66d0ea2e.000afb81	rulefile	.\rules\generated.rule
TOP.66d0ea2d.00048650	SUB.66d0ea2e.000afb81	runtime_start	1724967471
TOP.66d0ea2d.00048650	SUB.66d0ea2e.000afb81	runtime_stop	1724967575
TOP.66d0ea2d.00048650	SUB.66d0ea2e.000afb81	hashes->digests_done_new	0
TOP.66d0ea2d.00048650	SUB.66d0ea2e.000afb81	status-after-work	5
TOP.66d0ea2d.00048650	SUB.66d0ea2e.000afb81	STOP
TOP.66d0ea2d.00048650	proc_start	1724967469
TOP.66d0ea2d.00048650	proc_stop	1724967577
TOP.66d0ea2d.00048650	STOP
TOP.66d0ec5e.00079f73	START
TOP.66d0ec5e.00079f73	folder_config->cwd	C:\Users\Admin\Documents\PK SEMESTR 3\PRACA MAGISTERSKA\DISTRIBUTED CRACKING\client\hashcat
TOP.66d0ec5e.00079f73	folder_config->install_dir	.
TOP.66d0ec5e.00079f73	folder_config->profile_dir	.
TOP.66d0ec5e.00079f73	folder_config->session_dir	.
TOP.66d0ec5e.00079f73	folder_config->shared_dir	.
TOP.66d0ec5e.00079f73	user_options->encoding_from	utf-8
TOP.66d0ec5e.00079f73	user_options->encoding_to	utf-8
TOP.66d0ec5e.00079f73	user_options->outfile	..\temp\output.txt
TOP.66d0ec5e.00079f73	user_options->rule_buf_l	:
TOP.66d0ec5e.00079f73	user_options->rule_buf_r	:
TOP.66d0ec5e.00079f73	user_options->session	hashcat
TOP.66d0ec5e.00079f73	user_options->separator	:
TOP.66d0ec5e.00079f73	user_options->limit	0
TOP.66d0ec5e.00079f73	user_options->skip	0
TOP.66d0ec5e.00079f73	user_options->attack_mode	0
TOP.66d0ec5e.00079f73	user_options->benchmark	0
TOP.66d0ec5e.00079f73	user_options->benchmark_all	0
TOP.66d0ec5e.00079f73	user_options->bitmap_max	18
TOP.66d0ec5e.00079f73	user_options->bitmap_min	16
TOP.66d0ec5e.00079f73	user_options->debug_mode	0
TOP.66d0ec5e.00079f73	user_options->hash_info	0
TOP.66d0ec5e.00079f73	user_options->force	0
TOP.66d0ec5e.00079f73	user_options->hwmon_disable	0
TOP.66d0ec5e.00079f73	user_options->hwmon_temp_abort	90
TOP.66d0ec5e.00079f73	user_options->hash_mode	0
TOP.66d0ec5e.00079f73	user_options->hex_charset	0
TOP.66d0ec5e.00079f73	user_options->hex_salt	0
TOP.66d0ec5e.00079f73	user_options->hex_wordlist	0
TOP.66d0ec5e.00079f73	user_options->hook_threads	4
TOP.66d0ec5e.00079f73	user_options->identify	0
TOP.66d0ec5e.00079f73	user_options->increment	0
TOP.66d0ec5e.00079f73	user_options->increment_max	256
TOP.66d0ec5e.00079f73	user_options->increment_min	1
TOP.66d0ec5e.00079f73	user_options->keep_guessing	0
TOP.66d0ec5e.00079f73	user_options->kernel_accel	0
TOP.66d0ec5e.00079f73	user_options->kernel_loops	0
TOP.66d0ec5e.00079f73	user_options->kernel_threads	0
TOP.66d0ec5e.00079f73	user_options->keyspace	0
TOP.66d0ec5e.00079f73	user_options->left	0
TOP.66d0ec5e.00079f73	user_options->logfile_disable	0
TOP.66d0ec5e.00079f73	user_options->loopback	0
TOP.66d0ec5e.00079f73	user_options->machine_readable	0
TOP.66d0ec5e.00079f73	user_options->markov_classic	0
TOP.66d0ec5e.00079f73	user_options->markov_disable	0
TOP.66d0ec5e.00079f73	user_options->markov_inverse	0
TOP.66d0ec5e.00079f73	user_options->markov_threshold	256
TOP.66d0ec5e.00079f73	user_options->multiply_accel_disable	0
TOP.66d0ec5e.00079f73	user_options->backend_info	0
TOP.66d0ec5e.00079f73	user_options->backend_vector_width	0
TOP.66d0ec5e.00079f73	user_options->optimized_kernel_enable	0
TOP.66d0ec5e.00079f73	user_options->outfile_autohex	1
TOP.66d0ec5e.00079f73	user_options->outfile_check_timer	5
TOP.66d0ec5e.00079f73	user_options->outfile_format	3
TOP.66d0ec5e.00079f73	user_options->wordlist_autohex_disable	0
TOP.66d0ec5e.00079f73	user_options->potfile_disable	0
TOP.66d0ec5e.00079f73	user_options->progress_only	0
TOP.66d0ec5e.00079f73	user_options->quiet	0
TOP.66d0ec5e.00079f73	user_options->remove	0
TOP.66d0ec5e.00079f73	user_options->remove_timer	60
TOP.66d0ec5e.00079f73	user_options->restore	0
TOP.66d0ec5e.00079f73	user_options->restore_disable	0
TOP.66d0ec5e.00079f73	user_options->restore_timer	1
TOP.66d0ec5e.00079f73	user_options->rp_files_cnt	0
TOP.66d0ec5e.00079f73	user_options->rp_gen	0
TOP.66d0ec5e.00079f73	user_options->rp_gen_func_max	4
TOP.66d0ec5e.00079f73	user_options->rp_gen_func_min	1
TOP.66d0ec5e.00079f73	user_options->rp_gen_seed	0
TOP.66d0ec5e.00079f73	user_options->runtime	0
TOP.66d0ec5e.00079f73	user_options->scrypt_tmto	0
TOP.66d0ec5e.00079f73	user_options->segment_size	33554432
TOP.66d0ec5e.00079f73	user_options->self_test_disable	0
TOP.66d0ec5e.00079f73	user_options->slow_candidates	0
TOP.66d0ec5e.00079f73	user_options->show	0
TOP.66d0ec5e.00079f73	user_options->speed_only	0
TOP.66d0ec5e.00079f73	user_options->spin_damp	0
TOP.66d0ec5e.00079f73	user_options->status	0
TOP.66d0ec5e.00079f73	user_options->status_json	0
TOP.66d0ec5e.00079f73	user_options->status_timer	10
TOP.66d0ec5e.00079f73	user_options->stdout_flag	0
TOP.66d0ec5e.00079f73	user_options->usage	0
TOP.66d0ec5e.00079f73	user_options->username	0
TOP.66d0ec5e.00079f73	user_options->veracrypt_pim_start	485
TOP.66d0ec5e.00079f73	user_options->veracrypt_pim_stop	485
TOP.66d0ec5e.00079f73	user_options->version	0
TOP.66d0ec5e.00079f73	user_options->workload_profile	2
TOP.66d0ec5e.00079f73	user_options->brain_client	0
TOP.66d0ec5e.00079f73	user_options->brain_client_features	2
TOP.66d0ec5e.00079f73	user_options->brain_server	0
TOP.66d0ec5e.00079f73	user_options->brain_server_timer	300
TOP.66d0ec5e.00079f73	user_options->brain_port	6863
TOP.66d0ec5e.00079f73	user_options->brain_session	0
TOP.66d0ec5e.00079f73	hashes->hashfile	..\temp\hash.txt
TOP.66d0ec5e.00079f73	hashes->hashlist_mode	5
TOP.66d0ec5e.00079f73	hashes->hashlist_format	0
TOP.66d0ec5e.00079f73	hashes->hashes_cnt	0
TOP.66d0ec5e.00079f73	hashes->digests_cnt	1
TOP.66d0ec5e.00079f73	hashes->digests_done_pot	0
TOP.66d0ec5e.00079f73	hashes->digests_done_zero	0
TOP.66d0ec5e.00079f73	hashes->digests_done	0
TOP.66d0ec5e.00079f73	hashes->salts_cnt	1
TOP.66d0ec5e.00079f73	hashes->salts_done	0
TOP.66d0ec5e.00079f73	SUB.66d0ec5f.000d8795	START
TOP.66d0ec5e.00079f73	SUB.66d0ec5f.000d8795	straight_ctx->dict	C:\Users\Admin\Downloads\10millionPasswords\10millionPasswords.txt
TOP.66d0ec5e.00079f73	SUB.66d0ec5f.000d8795	runtime_start	1724968032
TOP.66d0ec5e.00079f73	SUB.66d0ec5f.000d8795	runtime_stop	1724968032
TOP.66d0ec5e.00079f73	SUB.66d0ec5f.000d8795	hashes->digests_done_new	0
TOP.66d0ec5e.00079f73	SUB.66d0ec5f.000d8795	status-after-work	5
TOP.66d0ec5e.00079f73	SUB.66d0ec5f.000d8795	STOP
TOP.66d0ec5e.00079f73	proc_start	1724968030
TOP.66d0ec5e.00079f73	proc_stop	1724968033
TOP.66d0ec5e.00079f73	STOP
TOP.66d0ece2.000a5ae9	START
TOP.66d0ece2.000a5ae9	folder_config->cwd	C:\Users\Admin\Documents\PK SEMESTR 3\PRACA MAGISTERSKA\DISTRIBUTED CRACKING\client\hashcat
TOP.66d0ece2.000a5ae9	folder_config->install_dir	.
TOP.66d0ece2.000a5ae9	folder_config->profile_dir	.
TOP.66d0ece2.000a5ae9	folder_config->session_dir	.
TOP.66d0ece2.000a5ae9	folder_config->shared_dir	.
TOP.66d0ece2.000a5ae9	user_options->encoding_from	utf-8
TOP.66d0ece2.000a5ae9	user_options->encoding_to	utf-8
TOP.66d0ece2.000a5ae9	user_options->outfile	..\temp\output.txt
TOP.66d0ece2.000a5ae9	user_options->rule_buf_l	:
TOP.66d0ece2.000a5ae9	user_options->rule_buf_r	:
TOP.66d0ece2.000a5ae9	user_options->session	hashcat
TOP.66d0ece2.000a5ae9	user_options->separator	:
TOP.66d0ece2.000a5ae9	user_options->limit	0
TOP.66d0ece2.000a5ae9	user_options->skip	0
TOP.66d0ece2.000a5ae9	user_options->attack_mode	0
TOP.66d0ece2.000a5ae9	user_options->benchmark	0
TOP.66d0ece2.000a5ae9	user_options->benchmark_all	0
TOP.66d0ece2.000a5ae9	user_options->bitmap_max	18
TOP.66d0ece2.000a5ae9	user_options->bitmap_min	16
TOP.66d0ece2.000a5ae9	user_options->debug_mode	0
TOP.66d0ece2.000a5ae9	user_options->hash_info	0
TOP.66d0ece2.000a5ae9	user_options->force	0
TOP.66d0ece2.000a5ae9	user_options->hwmon_disable	0
TOP.66d0ece2.000a5ae9	user_options->hwmon_temp_abort	90
TOP.66d0ece2.000a5ae9	user_options->hash_mode	6100
TOP.66d0ece2.000a5ae9	user_options->hex_charset	0
TOP.66d0ece2.000a5ae9	user_options->hex_salt	0
TOP.66d0ece2.000a5ae9	user_options->hex_wordlist	0
TOP.66d0ece2.000a5ae9	user_options->hook_threads	4
TOP.66d0ece2.000a5ae9	user_options->identify	0
TOP.66d0ece2.000a5ae9	user_options->increment	0
TOP.66d0ece2.000a5ae9	user_options->increment_max	256
TOP.66d0ece2.000a5ae9	user_options->increment_min	1
TOP.66d0ece2.000a5ae9	user_options->keep_guessing	0
TOP.66d0ece2.000a5ae9	user_options->kernel_accel	0
TOP.66d0ece2.000a5ae9	user_options->kernel_loops	0
TOP.66d0ece2.000a5ae9	user_options->kernel_threads	0
TOP.66d0ece2.000a5ae9	user_options->keyspace	0
TOP.66d0ece2.000a5ae9	user_options->left	0
TOP.66d0ece2.000a5ae9	user_options->logfile_disable	0
TOP.66d0ece2.000a5ae9	user_options->loopback	0
TOP.66d0ece2.000a5ae9	user_options->machine_readable	0
TOP.66d0ece2.000a5ae9	user_options->markov_classic	0
TOP.66d0ece2.000a5ae9	user_options->markov_disable	0
TOP.66d0ece2.000a5ae9	user_options->markov_inverse	0
TOP.66d0ece2.000a5ae9	user_options->markov_threshold	256
TOP.66d0ece2.000a5ae9	user_options->multiply_accel_disable	0
TOP.66d0ece2.000a5ae9	user_options->backend_info	0
TOP.66d0ece2.000a5ae9	user_options->backend_vector_width	0
TOP.66d0ece2.000a5ae9	user_options->optimized_kernel_enable	0
TOP.66d0ece2.000a5ae9	user_options->outfile_autohex	1
TOP.66d0ece2.000a5ae9	user_options->outfile_check_timer	5
TOP.66d0ece2.000a5ae9	user_options->outfile_format	3
TOP.66d0ece2.000a5ae9	user_options->wordlist_autohex_disable	0
TOP.66d0ece2.000a5ae9	user_options->potfile_disable	0
TOP.66d0ece2.000a5ae9	user_options->progress_only	0
TOP.66d0ece2.000a5ae9	user_options->quiet	0
TOP.66d0ece2.000a5ae9	user_options->remove	0
TOP.66d0ece2.000a5ae9	user_options->remove_timer	60
TOP.66d0ece2.000a5ae9	user_options->restore	0
TOP.66d0ece2.000a5ae9	user_options->restore_disable	0
TOP.66d0ece2.000a5ae9	user_options->restore_timer	1
TOP.66d0ece2.000a5ae9	user_options->rp_files_cnt	0
TOP.66d0ece2.000a5ae9	user_options->rp_gen	0
TOP.66d0ece2.000a5ae9	user_options->rp_gen_func_max	4
TOP.66d0ece2.000a5ae9	user_options->rp_gen_func_min	1
TOP.66d0ece2.000a5ae9	user_options->rp_gen_seed	0
TOP.66d0ece2.000a5ae9	user_options->runtime	0
TOP.66d0ece2.000a5ae9	user_options->scrypt_tmto	0
TOP.66d0ece2.000a5ae9	user_options->segment_size	33554432
TOP.66d0ece2.000a5ae9	user_options->self_test_disable	0
TOP.66d0ece2.000a5ae9	user_options->slow_candidates	0
TOP.66d0ece2.000a5ae9	user_options->show	0
TOP.66d0ece2.000a5ae9	user_options->speed_only	0
TOP.66d0ece2.000a5ae9	user_options->spin_damp	0
TOP.66d0ece2.000a5ae9	user_options->status	0
TOP.66d0ece2.000a5ae9	user_options->status_json	0
TOP.66d0ece2.000a5ae9	user_options->status_timer	10
TOP.66d0ece2.000a5ae9	user_options->stdout_flag	0
TOP.66d0ece2.000a5ae9	user_options->usage	0
TOP.66d0ece2.000a5ae9	user_options->username	0
TOP.66d0ece2.000a5ae9	user_options->veracrypt_pim_start	485
TOP.66d0ece2.000a5ae9	user_options->veracrypt_pim_stop	485
TOP.66d0ece2.000a5ae9	user_options->version	0
TOP.66d0ece2.000a5ae9	user_options->workload_profile	2
TOP.66d0ece2.000a5ae9	user_options->brain_client	0
TOP.66d0ece2.000a5ae9	user_options->brain_client_features	2
TOP.66d0ece2.000a5ae9	user_options->brain_server	0
TOP.66d0ece2.000a5ae9	user_options->brain_server_timer	300
TOP.66d0ece2.000a5ae9	user_options->brain_port	6863
TOP.66d0ece2.000a5ae9	user_options->brain_session	0
TOP.66d0ece2.000a5ae9	hashes->hashfile	..\temp\hash.txt
TOP.66d0ece2.000a5ae9	hashes->hashlist_mode	5
TOP.66d0ece2.000a5ae9	hashes->hashlist_format	0
TOP.66d0ece2.000a5ae9	hashes->hashes_cnt	0
TOP.66d0ece2.000a5ae9	hashes->digests_cnt	1
TOP.66d0ece2.000a5ae9	hashes->digests_done_pot	0
TOP.66d0ece2.000a5ae9	hashes->digests_done_zero	0
TOP.66d0ece2.000a5ae9	hashes->digests_done	0
TOP.66d0ece2.000a5ae9	hashes->salts_cnt	1
TOP.66d0ece2.000a5ae9	hashes->salts_done	0
TOP.66d0ed17.0005318c	START
TOP.66d0ed17.0005318c	folder_config->cwd	C:\Users\Admin\Documents\PK SEMESTR 3\PRACA MAGISTERSKA\DISTRIBUTED CRACKING\client\hashcat
TOP.66d0ed17.0005318c	folder_config->install_dir	.
TOP.66d0ed17.0005318c	folder_config->profile_dir	.
TOP.66d0ed17.0005318c	folder_config->session_dir	.
TOP.66d0ed17.0005318c	folder_config->shared_dir	.
TOP.66d0ed17.0005318c	user_options->encoding_from	utf-8
TOP.66d0ed17.0005318c	user_options->encoding_to	utf-8
TOP.66d0ed17.0005318c	user_options->outfile	..\temp\output.txt
TOP.66d0ed17.0005318c	user_options->rule_buf_l	:
TOP.66d0ed17.0005318c	user_options->rule_buf_r	:
TOP.66d0ed17.0005318c	user_options->session	hashcat
TOP.66d0ed17.0005318c	user_options->separator	:
TOP.66d0ed17.0005318c	user_options->limit	0
TOP.66d0ed17.0005318c	user_options->skip	0
TOP.66d0ed17.0005318c	user_options->attack_mode	0
TOP.66d0ed17.0005318c	user_options->benchmark	0
TOP.66d0ed17.0005318c	user_options->benchmark_all	0
TOP.66d0ed17.0005318c	user_options->bitmap_max	18
TOP.66d0ed17.0005318c	user_options->bitmap_min	16
TOP.66d0ed17.0005318c	user_options->debug_mode	0
TOP.66d0ed17.0005318c	user_options->hash_info	0
TOP.66d0ed17.0005318c	user_options->force	0
TOP.66d0ed17.0005318c	user_options->hwmon_disable	0
TOP.66d0ed17.0005318c	user_options->hwmon_temp_abort	90
TOP.66d0ed17.0005318c	user_options->hash_mode	6100
TOP.66d0ed17.0005318c	user_options->hex_charset	0
TOP.66d0ed17.0005318c	user_options->hex_salt	0
TOP.66d0ed17.0005318c	user_options->hex_wordlist	0
TOP.66d0ed17.0005318c	user_options->hook_threads	4
TOP.66d0ed17.0005318c	user_options->identify	0
TOP.66d0ed17.0005318c	user_options->increment	0
TOP.66d0ed17.0005318c	user_options->increment_max	256
TOP.66d0ed17.0005318c	user_options->increment_min	1
TOP.66d0ed17.0005318c	user_options->keep_guessing	0
TOP.66d0ed17.0005318c	user_options->kernel_accel	0
TOP.66d0ed17.0005318c	user_options->kernel_loops	0
TOP.66d0ed17.0005318c	user_options->kernel_threads	0
TOP.66d0ed17.0005318c	user_options->keyspace	0
TOP.66d0ed17.0005318c	user_options->left	0
TOP.66d0ed17.0005318c	user_options->logfile_disable	0
TOP.66d0ed17.0005318c	user_options->loopback	0
TOP.66d0ed17.0005318c	user_options->machine_readable	0
TOP.66d0ed17.0005318c	user_options->markov_classic	0
TOP.66d0ed17.0005318c	user_options->markov_disable	0
TOP.66d0ed17.0005318c	user_options->markov_inverse	0
TOP.66d0ed17.0005318c	user_options->markov_threshold	256
TOP.66d0ed17.0005318c	user_options->multiply_accel_disable	0
TOP.66d0ed17.0005318c	user_options->backend_info	0
TOP.66d0ed17.0005318c	user_options->backend_vector_width	0
TOP.66d0ed17.0005318c	user_options->optimized_kernel_enable	0
TOP.66d0ed17.0005318c	user_options->outfile_autohex	1
TOP.66d0ed17.0005318c	user_options->outfile_check_timer	5
TOP.66d0ed17.0005318c	user_options->outfile_format	3
TOP.66d0ed17.0005318c	user_options->wordlist_autohex_disable	0
TOP.66d0ed17.0005318c	user_options->potfile_disable	0
TOP.66d0ed17.0005318c	user_options->progress_only	0
TOP.66d0ed17.0005318c	user_options->quiet	0
TOP.66d0ed17.0005318c	user_options->remove	0
TOP.66d0ed17.0005318c	user_options->remove_timer	60
TOP.66d0ed17.0005318c	user_options->restore	0
TOP.66d0ed17.0005318c	user_options->restore_disable	0
TOP.66d0ed17.0005318c	user_options->restore_timer	1
TOP.66d0ed17.0005318c	user_options->rp_files_cnt	0
TOP.66d0ed17.0005318c	user_options->rp_gen	0
TOP.66d0ed17.0005318c	user_options->rp_gen_func_max	4
TOP.66d0ed17.0005318c	user_options->rp_gen_func_min	1
TOP.66d0ed17.0005318c	user_options->rp_gen_seed	0
TOP.66d0ed17.0005318c	user_options->runtime	0
TOP.66d0ed17.0005318c	user_options->scrypt_tmto	0
TOP.66d0ed17.0005318c	user_options->segment_size	33554432
TOP.66d0ed17.0005318c	user_options->self_test_disable	0
TOP.66d0ed17.0005318c	user_options->slow_candidates	0
TOP.66d0ed17.0005318c	user_options->show	0
TOP.66d0ed17.0005318c	user_options->speed_only	0
TOP.66d0ed17.0005318c	user_options->spin_damp	0
