TOP.66ba5c2b.0002db06	START
TOP.66cb5ee9.00035534	user_options->rp_gen	0
TOP.66cb5ee9.00035534	user_options->rp_gen_func_max	4
TOP.66cb5ee9.00035534	user_options->rp_gen_func_min	1
TOP.66cb5ee9.00035534	user_options->rp_gen_seed	0
TOP.66cb5ee9.00035534	user_options->runtime	0
TOP.66cb5ee9.00035534	user_options->scrypt_tmto	0
TOP.66cb5ee9.00035534	user_options->segment_size	33554432
TOP.66cb5ee9.00035534	user_options->self_test_disable	0
TOP.66cb5ee9.00035534	user_options->slow_candidates	0
TOP.66cb5ee9.00035534	user_options->show	1
TOP.66cb5ee9.00035534	user_options->speed_only	0
TOP.66cb5ee9.00035534	user_options->spin_damp	0
TOP.66cb5ee9.00035534	user_options->status	0
TOP.66cb5ee9.00035534	user_options->status_json	0
TOP.66cb5ee9.00035534	user_options->status_timer	10
TOP.66cb5ee9.00035534	user_options->stdout_flag	0
TOP.66cb5ee9.00035534	user_options->usage	0
TOP.66cb5ee9.00035534	user_options->username	0
TOP.66cb5ee9.00035534	user_options->veracrypt_pim_start	485
TOP.66cb5ee9.00035534	user_options->veracrypt_pim_stop	485
TOP.66cb5ee9.00035534	user_options->version	0
TOP.66cb5ee9.00035534	user_options->workload_profile	2
TOP.66cb5ee9.00035534	user_options->brain_client	0
TOP.66cb5ee9.00035534	user_options->brain_client_features	2
TOP.66cb5ee9.00035534	user_options->brain_server	0
TOP.66cb5ee9.00035534	user_options->brain_server_timer	300
TOP.66cb5ee9.00035534	user_options->brain_port	6863
TOP.66cb5ee9.00035534	user_options->brain_session	0
TOP.66cb5ee9.00035534	proc_start	1724604137
TOP.66cb5ee9.00035534	proc_stop	1724604139
TOP.66cb5ee9.00035534	STOP
TOP.66cb5f0b.0008221f	START
TOP.66cb5f0b.0008221f	folder_config->cwd	C:\Users\Admin\Documents\PK SEMESTR 3\PRACA MAGISTERSKA\DISTRIBUTED CRACKING\client\hashcat
TOP.66cb5f0b.0008221f	folder_config->install_dir	.
TOP.66cb5f0b.0008221f	folder_config->profile_dir	.
TOP.66cb5f0b.0008221f	folder_config->session_dir	.
TOP.66cb5f0b.0008221f	folder_config->shared_dir	.
TOP.66cb5f0b.0008221f	user_options->custom_charset_1	?l?u?d
TOP.66cb5f0b.0008221f	user_options->custom_charset_2	cgkoswAEIMQUY26
TOP.66cb5f0b.0008221f	user_options->encoding_from	utf-8
TOP.66cb5f0b.0008221f	user_options->encoding_to	utf-8
TOP.66cb5f0b.0008221f	user_options->outfile	..\temp\b97693d4-cdb7-4ca1-90cb-024c9b39d5cb_output.txt
TOP.66cb5f0b.0008221f	user_options->rule_buf_l	:
TOP.66cb5f0b.0008221f	user_options->rule_buf_r	:
TOP.66cb5f0b.0008221f	user_options->session	show
TOP.66cb5f0b.0008221f	user_options->separator	:
TOP.66cb5f0b.0008221f	user_options->limit	0
TOP.66cb5f0b.0008221f	user_options->skip	0
TOP.66cb5f0b.0008221f	user_options->attack_mode	100
TOP.66cb5f0b.0008221f	user_options->benchmark	0
TOP.66cb5f0b.0008221f	user_options->benchmark_all	0
TOP.66cb5f0b.0008221f	user_options->bitmap_max	18
TOP.66cb5f0b.0008221f	user_options->bitmap_min	16
TOP.66cb5f0b.0008221f	user_options->debug_mode	0
TOP.66cb5f0b.0008221f	user_options->hash_info	0
TOP.66cb5f0b.0008221f	user_options->force	0
TOP.66cb5f0b.0008221f	user_options->hwmon_disable	0
TOP.66cb5f0b.0008221f	user_options->hwmon_temp_abort	90
TOP.66cb5f0b.0008221f	user_options->hash_mode	0
TOP.66cb5f0b.0008221f	user_options->hex_charset	0
TOP.66cb5f0b.0008221f	user_options->hex_salt	0
TOP.66cb5f0b.0008221f	user_options->hex_wordlist	0
TOP.66cb5f0b.0008221f	user_options->hook_threads	0
TOP.66cb5f0b.0008221f	user_options->identify	0
TOP.66cb5f0b.0008221f	user_options->increment	0
TOP.66cb5f0b.0008221f	user_options->increment_max	256
TOP.66cb5f0b.0008221f	user_options->increment_min	1
TOP.66cb5f0b.0008221f	user_options->keep_guessing	0
TOP.66cb5f0b.0008221f	user_options->kernel_accel	0
TOP.66cb5f0b.0008221f	user_options->kernel_loops	0
TOP.66cb5f0b.0008221f	user_options->kernel_threads	0
TOP.66cb5f0b.0008221f	user_options->keyspace	0
TOP.66cb5f0b.0008221f	user_options->left	0
TOP.66cb5f0b.0008221f	user_options->logfile_disable	0
TOP.66cb5f0b.0008221f	user_options->loopback	0
TOP.66cb5f0b.0008221f	user_options->machine_readable	0
TOP.66cb5f0b.0008221f	user_options->markov_classic	0
TOP.66cb5f0b.0008221f	user_options->markov_disable	0
TOP.66cb5f0b.0008221f	user_options->markov_inverse	0
TOP.66cb5f0b.0008221f	user_options->markov_threshold	256
TOP.66cb5f0b.0008221f	user_options->multiply_accel_disable	0
TOP.66cb5f0b.0008221f	user_options->backend_info	0
TOP.66cb5f0b.0008221f	user_options->backend_vector_width	0
TOP.66cb5f0b.0008221f	user_options->optimized_kernel_enable	0
TOP.66cb5f0b.0008221f	user_options->outfile_autohex	1
TOP.66cb5f0b.0008221f	user_options->outfile_check_timer	5
TOP.66cb5f0b.0008221f	user_options->outfile_format	3
TOP.66cb5f0b.0008221f	user_options->wordlist_autohex_disable	0
TOP.66cb5f0b.0008221f	user_options->potfile_disable	0
TOP.66cb5f0b.0008221f	user_options->progress_only	0
TOP.66cb5f0b.0008221f	user_options->quiet	1
TOP.66cb5f0b.0008221f	user_options->remove	0
TOP.66cb5f0b.0008221f	user_options->remove_timer	60
TOP.66cb5f0b.0008221f	user_options->restore	0
TOP.66cb5f0b.0008221f	user_options->restore_disable	1
TOP.66cb5f0b.0008221f	user_options->restore_timer	1
TOP.66cb5f0b.0008221f	user_options->rp_files_cnt	0
TOP.66cb5f0b.0008221f	user_options->rp_gen	0
TOP.66cb5f0b.0008221f	user_options->rp_gen_func_max	4
TOP.66cb5f0b.0008221f	user_options->rp_gen_func_min	1
TOP.66cb5f0b.0008221f	user_options->rp_gen_seed	0
TOP.66cb5f0b.0008221f	user_options->runtime	0
TOP.66cb5f0b.0008221f	user_options->scrypt_tmto	0
TOP.66cb5f0b.0008221f	user_options->segment_size	33554432
TOP.66cb5f0b.0008221f	user_options->self_test_disable	0
TOP.66cb5f0b.0008221f	user_options->slow_candidates	0
TOP.66cb5f0b.0008221f	user_options->show	1
TOP.66cb5f0b.0008221f	user_options->speed_only	0
TOP.66cb5f0b.0008221f	user_options->spin_damp	0
TOP.66cb5f0b.0008221f	user_options->status	0
TOP.66cb5f0b.0008221f	user_options->status_json	0
TOP.66cb5f0b.0008221f	user_options->status_timer	10
TOP.66cb5f0b.0008221f	user_options->stdout_flag	0
TOP.66cb5f0b.0008221f	user_options->usage	0
TOP.66cb5f0b.0008221f	user_options->username	0
TOP.66cb5f0b.0008221f	user_options->veracrypt_pim_start	485
TOP.66cb5f0b.0008221f	user_options->veracrypt_pim_stop	485
TOP.66cb5f0b.0008221f	user_options->version	0
TOP.66cb5f0b.0008221f	user_options->workload_profile	2
TOP.66cb5f0b.0008221f	user_options->brain_client	0
TOP.66cb5f0b.0008221f	user_options->brain_client_features	2
TOP.66cb5f0b.0008221f	user_options->brain_server	0
TOP.66cb5f0b.0008221f	user_options->brain_server_timer	300
TOP.66cb5f0b.0008221f	user_options->brain_port	6863
TOP.66cb5f0b.0008221f	user_options->brain_session	0
TOP.66cb5f0b.0008221f	proc_start	1724604171
TOP.66cb5f0b.0008221f	proc_stop	1724604173
TOP.66cb5f0b.0008221f	STOP
TOP.66cb5f2d.000e8a1a	START
TOP.66cb5f2d.000e8a1a	folder_config->cwd	C:\Users\Admin\Documents\PK SEMESTR 3\PRACA MAGISTERSKA\DISTRIBUTED CRACKING\client\hashcat
TOP.66cb5f2d.000e8a1a	folder_config->install_dir	.
TOP.66cb5f2d.000e8a1a	folder_config->profile_dir	.
TOP.66cb5f2d.000e8a1a	folder_config->session_dir	.
TOP.66cb5f2d.000e8a1a	folder_config->shared_dir	.
TOP.66cb5f2d.000e8a1a	user_options->custom_charset_1	?l?u?d
TOP.66cb5f2d.000e8a1a	user_options->custom_charset_2	dhlptxBFJNRVZ37
TOP.66cb5f2d.000e8a1a	user_options->encoding_from	utf-8
TOP.66cb5f2d.000e8a1a	user_options->encoding_to	utf-8
TOP.66cb5f2d.000e8a1a	user_options->outfile	..\temp\b97693d4-cdb7-4ca1-90cb-024c9b39d5cb_output.txt
TOP.66cb5f2d.000e8a1a	user_options->rule_buf_l	:
TOP.66cb5f2d.000e8a1a	user_options->rule_buf_r	:
TOP.66cb5f2d.000e8a1a	user_options->session	show
TOP.66cb5f2d.000e8a1a	user_options->separator	:
TOP.66cb5f2d.000e8a1a	user_options->limit	0
TOP.66cb5f2d.000e8a1a	user_options->skip	0
TOP.66cb5f2d.000e8a1a	user_options->attack_mode	100
TOP.66cb5f2d.000e8a1a	user_options->benchmark	0
TOP.66cb5f2d.000e8a1a	user_options->benchmark_all	0
TOP.66cb5f2d.000e8a1a	user_options->bitmap_max	18
TOP.66cb5f2d.000e8a1a	user_options->bitmap_min	16
TOP.66cb5f2d.000e8a1a	user_options->debug_mode	0
TOP.66cb5f2d.000e8a1a	user_options->hash_info	0
TOP.66cb5f2d.000e8a1a	user_options->force	0
TOP.66cb5f2d.000e8a1a	user_options->hwmon_disable	0
TOP.66cb5f2d.000e8a1a	user_options->hwmon_temp_abort	90
TOP.66cb5f2d.000e8a1a	user_options->hash_mode	0
TOP.66cb5f2d.000e8a1a	user_options->hex_charset	0
TOP.66cb5f2d.000e8a1a	user_options->hex_salt	0
TOP.66cb5f2d.000e8a1a	user_options->hex_wordlist	0
TOP.66cb5f2d.000e8a1a	user_options->hook_threads	0
TOP.66cb5f2d.000e8a1a	user_options->identify	0
TOP.66cb5f2d.000e8a1a	user_options->increment	0
TOP.66cb5f2d.000e8a1a	user_options->increment_max	256
TOP.66cb5f2d.000e8a1a	user_options->increment_min	1
TOP.66cb5f2d.000e8a1a	user_options->keep_guessing	0
TOP.66cb5f2d.000e8a1a	user_options->kernel_accel	0
TOP.66cb5f2d.000e8a1a	user_options->kernel_loops	0
TOP.66cb5f2d.000e8a1a	user_options->kernel_threads	0
TOP.66cb5f2d.000e8a1a	user_options->keyspace	0
TOP.66cb5f2d.000e8a1a	user_options->left	0
TOP.66cb5f2d.000e8a1a	user_options->logfile_disable	0
TOP.66cb5f2d.000e8a1a	user_options->loopback	0
TOP.66cb5f2d.000e8a1a	user_options->machine_readable	0
TOP.66cb5f2d.000e8a1a	user_options->markov_classic	0
TOP.66cb5f2d.000e8a1a	user_options->markov_disable	0
TOP.66cb5f2d.000e8a1a	user_options->markov_inverse	0
TOP.66cb5f2d.000e8a1a	user_options->markov_threshold	256
TOP.66cb5f2d.000e8a1a	user_options->multiply_accel_disable	0
TOP.66cb5f2d.000e8a1a	user_options->backend_info	0
TOP.66cb5f2d.000e8a1a	user_options->backend_vector_width	0
TOP.66cb5f2d.000e8a1a	user_options->optimized_kernel_enable	0
TOP.66cb5f2d.000e8a1a	user_options->outfile_autohex	1
TOP.66cb5f2d.000e8a1a	user_options->outfile_check_timer	5
TOP.66cb5f2d.000e8a1a	user_options->outfile_format	3
TOP.66cb5f2d.000e8a1a	user_options->wordlist_autohex_disable	0
TOP.66cb5f2d.000e8a1a	user_options->potfile_disable	0
TOP.66cb5f2d.000e8a1a	user_options->progress_only	0
TOP.66cb5f2d.000e8a1a	user_options->quiet	1
TOP.66cb5f2d.000e8a1a	user_options->remove	0
TOP.66cb5f2d.000e8a1a	user_options->remove_timer	60
TOP.66cb5f2d.000e8a1a	user_options->restore	0
TOP.66cb5f2d.000e8a1a	user_options->restore_disable	1
TOP.66cb5f2d.000e8a1a	user_options->restore_timer	1
TOP.66cb5f2d.000e8a1a	user_options->rp_files_cnt	0
TOP.66cb5f2d.000e8a1a	user_options->rp_gen	0
TOP.66cb5f2d.000e8a1a	user_options->rp_gen_func_max	4
TOP.66cb5f2d.000e8a1a	user_options->rp_gen_func_min	1
TOP.66cb5f2d.000e8a1a	user_options->rp_gen_seed	0
TOP.66cb5f2d.000e8a1a	user_options->runtime	0
TOP.66cb5f2d.000e8a1a	user_options->scrypt_tmto	0
TOP.66cb5f2d.000e8a1a	user_options->segment_size	33554432
TOP.66cb5f2d.000e8a1a	user_options->self_test_disable	0
TOP.66cb5f2d.000e8a1a	user_options->slow_candidates	0
TOP.66cb5f2d.000e8a1a	user_options->show	1
TOP.66cb5f2d.000e8a1a	user_options->speed_only	0
TOP.66cb5f2d.000e8a1a	user_options->spin_damp	0
TOP.66cb5f2d.000e8a1a	user_options->status	0
TOP.66cb5f2d.000e8a1a	user_options->status_json	0
TOP.66cb5f2d.000e8a1a	user_options->status_timer	10
TOP.66cb5f2d.000e8a1a	user_options->stdout_flag	0
TOP.66cb5f2d.000e8a1a	user_options->usage	0
TOP.66cb5f2d.000e8a1a	user_options->username	0
TOP.66cb5f2d.000e8a1a	user_options->veracrypt_pim_start	485
TOP.66cb5f2d.000e8a1a	user_options->veracrypt_pim_stop	485
TOP.66cb5f2d.000e8a1a	user_options->version	0
TOP.66cb5f2d.000e8a1a	user_options->workload_profile	2
TOP.66cb5f2d.000e8a1a	user_options->brain_client	0
TOP.66cb5f2d.000e8a1a	user_options->brain_client_features	2
TOP.66cb5f2d.000e8a1a	user_options->brain_server	0
TOP.66cb5f2d.000e8a1a	user_options->brain_server_timer	300
TOP.66cb5f2d.000e8a1a	user_options->brain_port	6863
TOP.66cb5f2d.000e8a1a	user_options->brain_session	0
TOP.66cb5f2d.000e8a1a	proc_start	1724604205
TOP.66cb5f2d.000e8a1a	proc_stop	1724604207
TOP.66cb5f2d.000e8a1a	STOP
TOP.66d1f06d.00052c28	START
TOP.66d1f06d.00052c28	folder_config->cwd	C:\Users\Admin\Documents\PK SEMESTR 3\PRACA MAGISTERSKA\DISTRIBUTED CRACKING\client\hashcat
TOP.66d1f06d.00052c28	folder_config->install_dir	.
TOP.66d1f06d.00052c28	folder_config->profile_dir	.
TOP.66d1f06d.00052c28	folder_config->session_dir	.
TOP.66d1f06d.00052c28	folder_config->shared_dir	.
TOP.66d1f06d.00052c28	user_options->custom_charset_1	t
TOP.66d1f06d.00052c28	user_options->custom_charset_2	o
TOP.66d1f06d.00052c28	user_options->encoding_from	utf-8
TOP.66d1f06d.00052c28	user_options->encoding_to	utf-8
TOP.66d1f06d.00052c28	user_options->outfile	..\temp\066d1eec-4129-725a-8000-b09e2c147b2c_output.txt
TOP.66d1f06d.00052c28	user_options->rule_buf_l	:
TOP.66d1f06d.00052c28	user_options->rule_buf_r	:
TOP.66d1f06d.00052c28	user_options->session	show
TOP.66d1f06d.00052c28	user_options->separator	:
TOP.66d1f06d.00052c28	user_options->limit	0
TOP.66d1f06d.00052c28	user_options->skip	0
TOP.66d1f06d.00052c28	user_options->attack_mode	100
TOP.66d1f06d.00052c28	user_options->benchmark	0
TOP.66d1f06d.00052c28	user_options->benchmark_all	0
TOP.66d1f06d.00052c28	user_options->bitmap_max	18
TOP.66d1f06d.00052c28	user_options->bitmap_min	16
TOP.66d1f06d.00052c28	user_options->debug_mode	0
TOP.66d1f06d.00052c28	user_options->hash_info	0
TOP.66d1f06d.00052c28	user_options->force	0
TOP.66d1f06d.00052c28	user_options->hwmon_disable	0
TOP.66d1f06d.00052c28	user_options->hwmon_temp_abort	90
TOP.66d1f06d.00052c28	user_options->hash_mode	0
TOP.66d1f06d.00052c28	user_options->hex_charset	0
TOP.66d1f06d.00052c28	user_options->hex_salt	0
TOP.66d1f06d.00052c28	user_options->hex_wordlist	0
TOP.66d1f06d.00052c28	user_options->hook_threads	0
TOP.66d1f06d.00052c28	user_options->identify	0
TOP.66d1f06d.00052c28	user_options->increment	0
TOP.66d1f06d.00052c28	user_options->increment_max	256
TOP.66d1f06d.00052c28	user_options->increment_min	1
TOP.66d1f06d.00052c28	user_options->keep_guessing	0
TOP.66d1f06d.00052c28	user_options->kernel_accel	0
TOP.66d1f06d.00052c28	user_options->kernel_loops	0
TOP.66d1f06d.00052c28	user_options->kernel_threads	0
TOP.66d1f06d.00052c28	user_options->keyspace	0
TOP.66d1f06d.00052c28	user_options->left	0
TOP.66d1f06d.00052c28	user_options->logfile_disable	0
TOP.66d1f06d.00052c28	user_options->loopback	0
TOP.66d1f06d.00052c28	user_options->machine_readable	0
TOP.66d1f06d.00052c28	user_options->markov_classic	0
TOP.66d1f06d.00052c28	user_options->markov_disable	0
TOP.66d1f06d.00052c28	user_options->markov_inverse	0
TOP.66d1f06d.00052c28	user_options->markov_threshold	256
TOP.66d1f06d.00052c28	user_options->multiply_accel_disable	0
TOP.66d1f06d.00052c28	user_options->backend_info	0
TOP.66d1f06d.00052c28	user_options->backend_vector_width	0
TOP.66d1f06d.00052c28	user_options->optimized_kernel_enable	0
TOP.66d1f06d.00052c28	user_options->outfile_autohex	1
TOP.66d1f06d.00052c28	user_options->outfile_check_timer	5
TOP.66d1f06d.00052c28	user_options->outfile_format	3
TOP.66d1f06d.00052c28	user_options->wordlist_autohex_disable	0
TOP.66d1f06d.00052c28	user_options->potfile_disable	0
TOP.66d1f06d.00052c28	user_options->progress_only	0
TOP.66d1f06d.00052c28	user_options->quiet	1
TOP.66d1f06d.00052c28	user_options->remove	0
TOP.66d1f06d.00052c28	user_options->remove_timer	60
TOP.66d1f06d.00052c28	user_options->restore	0
TOP.66d1f06d.00052c28	user_options->restore_disable	1
TOP.66d1f06d.00052c28	user_options->restore_timer	1
TOP.66d1f06d.00052c28	user_options->rp_files_cnt	0
TOP.66d1f06d.00052c28	user_options->rp_gen	0
TOP.66d1f06d.00052c28	user_options->rp_gen_func_max	4
TOP.66d1f06d.00052c28	user_options->rp_gen_func_min	1
TOP.66d1f06d.00052c28	user_options->rp_gen_seed	0
TOP.66d1f06d.00052c28	user_options->runtime	0
TOP.66d1f06d.00052c28	user_options->scrypt_tmto	0
TOP.66d1f06d.00052c28	user_options->segment_size	33554432
TOP.66d1f06d.00052c28	user_options->self_test_disable	0
TOP.66d1f06d.00052c28	user_options->slow_candidates	0
TOP.66d1f06d.00052c28	user_options->show	1
TOP.66d1f06d.00052c28	user_options->speed_only	0
TOP.66d1f06d.00052c28	user_options->spin_damp	0
TOP.66d1f06d.00052c28	user_options->status	0
TOP.66d1f06d.00052c28	user_options->status_json	0
TOP.66d1f06d.00052c28	user_options->status_timer	10
TOP.66d1f06d.00052c28	user_options->stdout_flag	0
TOP.66d1f06d.00052c28	user_options->usage	0
TOP.66d1f06d.00052c28	user_options->username	0
TOP.66d1f06d.00052c28	user_options->veracrypt_pim_start	485
TOP.66d1f06d.00052c28	user_options->veracrypt_pim_stop	485
TOP.66d1f06d.00052c28	user_options->version	0
TOP.66d1f06d.00052c28	user_options->workload_profile	2
TOP.66d1f06d.00052c28	user_options->brain_client	0
TOP.66d1f06d.00052c28	user_options->brain_client_features	2
TOP.66d1f06d.00052c28	user_options->brain_server	0
TOP.66d1f06d.00052c28	user_options->brain_server_timer	300
TOP.66d1f06d.00052c28	user_options->brain_port	6863
TOP.66d1f06d.00052c28	user_options->brain_session	0
TOP.66d1f06d.00052c28	proc_start	1725034605
TOP.66d1f06d.00052c28	proc_stop	1725034606
TOP.66d1f06d.00052c28	STOP
TOP.66d1f08b.00079000	START
TOP.66d1f08b.00079000	folder_config->cwd	C:\Users\Admin\Documents\PK SEMESTR 3\PRACA MAGISTERSKA\DISTRIBUTED CRACKING\client\hashcat
TOP.66d1f08b.00079000	folder_config->install_dir	.
TOP.66d1f08b.00079000	folder_config->profile_dir	.
TOP.66d1f08b.00079000	folder_config->session_dir	.
TOP.66d1f08b.00079000	folder_config->shared_dir	.
TOP.66d1f08b.00079000	user_options->custom_charset_1	t
TOP.66d1f08b.00079000	user_options->custom_charset_2	o
TOP.66d1f08b.00079000	user_options->encoding_from	utf-8
TOP.66d1f08b.00079000	user_options->encoding_to	utf-8
TOP.66d1f08b.00079000	user_options->outfile	..\temp\066d1eec-4129-725a-8000-b09e2c147b2c_output.txt
TOP.66d1f08b.00079000	user_options->rule_buf_l	:
TOP.66d1f08b.00079000	user_options->rule_buf_r	:
TOP.66d1f08b.00079000	user_options->session	show
TOP.66d1f08b.00079000	user_options->separator	:
TOP.66d1f08b.00079000	user_options->limit	0
TOP.66d1f08b.00079000	user_options->skip	0
TOP.66d1f08b.00079000	user_options->attack_mode	100
TOP.66d1f08b.00079000	user_options->benchmark	0
TOP.66d1f08b.00079000	user_options->benchmark_all	0
TOP.66d1f08b.00079000	user_options->bitmap_max	18
TOP.66d1f08b.00079000	user_options->bitmap_min	16
TOP.66d1f08b.00079000	user_options->debug_mode	0
TOP.66d1f08b.00079000	user_options->hash_info	0
TOP.66d1f08b.00079000	user_options->force	0
TOP.66d1f08b.00079000	user_options->hwmon_disable	0
TOP.66d1f08b.00079000	user_options->hwmon_temp_abort	90
TOP.66d1f08b.00079000	user_options->hash_mode	0
TOP.66d1f08b.00079000	user_options->hex_charset	0
TOP.66d1f08b.00079000	user_options->hex_salt	0
TOP.66d1f08b.00079000	user_options->hex_wordlist	0
TOP.66d1f08b.00079000	user_options->hook_threads	0
TOP.66d1f08b.00079000	user_options->identify	0
TOP.66d1f08b.00079000	user_options->increment	0
TOP.66d1f08b.00079000	user_options->increment_max	256
TOP.66d1f08b.00079000	user_options->increment_min	1
TOP.66d1f08b.00079000	user_options->keep_guessing	0
TOP.66d1f08b.00079000	user_options->kernel_accel	0
TOP.66d1f08b.00079000	user_options->kernel_loops	0
TOP.66d1f08b.00079000	user_options->kernel_threads	0
TOP.66d1f08b.00079000	user_options->keyspace	0
TOP.66d1f08b.00079000	user_options->left	0
TOP.66d1f08b.00079000	user_options->logfile_disable	0
TOP.66d1f08b.00079000	user_options->loopback	0
TOP.66d1f08b.00079000	user_options->machine_readable	0
TOP.66d1f08b.00079000	user_options->markov_classic	0
TOP.66d1f08b.00079000	user_options->markov_disable	0
TOP.66d1f08b.00079000	user_options->markov_inverse	0
TOP.66d1f08b.00079000	user_options->markov_threshold	256
TOP.66d1f08b.00079000	user_options->multiply_accel_disable	0
TOP.66d1f08b.00079000	user_options->backend_info	0
TOP.66d1f08b.00079000	user_options->backend_vector_width	0
TOP.66d1f08b.00079000	user_options->optimized_kernel_enable	0
TOP.66d1f08b.00079000	user_options->outfile_autohex	1
TOP.66d1f08b.00079000	user_options->outfile_check_timer	5
TOP.66d1f08b.00079000	user_options->outfile_format	3
TOP.66d1f08b.00079000	user_options->wordlist_autohex_disable	0
TOP.66d1f08b.00079000	user_options->potfile_disable	0
TOP.66d1f08b.00079000	user_options->progress_only	0
TOP.66d1f08b.00079000	user_options->quiet	1
TOP.66d1f08b.00079000	user_options->remove	0
TOP.66d1f08b.00079000	user_options->remove_timer	60
TOP.66d1f08b.00079000	user_options->restore	0
TOP.66d1f08b.00079000	user_options->restore_disable	1
TOP.66d1f08b.00079000	user_options->restore_timer	1
TOP.66d1f08b.00079000	user_options->rp_files_cnt	0
TOP.66d1f08b.00079000	user_options->rp_gen	0
TOP.66d1f08b.00079000	user_options->rp_gen_func_max	4
TOP.66d1f08b.00079000	user_options->rp_gen_func_min	1
TOP.66d1f08b.00079000	user_options->rp_gen_seed	0
TOP.66d1f08b.00079000	user_options->runtime	0
TOP.66d1f08b.00079000	user_options->scrypt_tmto	0
TOP.66d1f08b.00079000	user_options->segment_size	33554432
TOP.66d1f08b.00079000	user_options->self_test_disable	0
TOP.66d1f08b.00079000	user_options->slow_candidates	0
TOP.66d1f08b.00079000	user_options->show	1
TOP.66d1f08b.00079000	user_options->speed_only	0
TOP.66d1f08b.00079000	user_options->spin_damp	0
TOP.66d1f08b.00079000	user_options->status	0
TOP.66d1f08b.00079000	user_options->status_json	0
TOP.66d1f08b.00079000	user_options->status_timer	10
TOP.66d1f08b.00079000	user_options->stdout_flag	0
TOP.66d1f08b.00079000	user_options->usage	0
TOP.66d1f08b.00079000	user_options->username	0
TOP.66d1f08b.00079000	user_options->veracrypt_pim_start	485
TOP.66d1f08b.00079000	user_options->veracrypt_pim_stop	485
TOP.66d1f08b.00079000	user_options->version	0
TOP.66d1f08b.00079000	user_options->workload_profile	2
TOP.66d1f08b.00079000	user_options->brain_client	0
TOP.66d1f08b.00079000	user_options->brain_client_features	2
TOP.66d1f08b.00079000	user_options->brain_server	0
TOP.66d1f08b.00079000	user_options->brain_server_timer	300
TOP.66d1f08b.00079000	user_options->brain_port	6863
TOP.66d1f08b.00079000	user_options->brain_session	0
TOP.66d1f08b.00079000	proc_start	1725034635
TOP.66d1f08b.00079000	proc_stop	1725034637
TOP.66d1f08b.00079000	STOP
TOP.66d1f09d.000d1a6c	START
TOP.66d1f09d.000d1a6c	folder_config->cwd	C:\Users\Admin\Documents\PK SEMESTR 3\PRACA MAGISTERSKA\DISTRIBUTED CRACKING\client\hashcat
TOP.66d1f09d.000d1a6c	folder_config->install_dir	.
TOP.66d1f09d.000d1a6c	folder_config->profile_dir	.
TOP.66d1f09d.000d1a6c	folder_config->session_dir	.
TOP.66d1f09d.000d1a6c	folder_config->shared_dir	.
TOP.66d1f09d.000d1a6c	user_options->custom_charset_1	t
TOP.66d1f09d.000d1a6c	user_options->custom_charset_2	o
TOP.66d1f09d.000d1a6c	user_options->encoding_from	utf-8
TOP.66d1f09d.000d1a6c	user_options->encoding_to	utf-8
TOP.66d1f09d.000d1a6c	user_options->outfile	..\temp\066d1eec-4129-725a-8000-b09e2c147b2c_output.txt
TOP.66d1f09d.000d1a6c	user_options->rule_buf_l	:
TOP.66d1f09d.000d1a6c	user_options->rule_buf_r	:
TOP.66d1f09d.000d1a6c	user_options->session	show
TOP.66d1f09d.000d1a6c	user_options->separator	:
TOP.66d1f09d.000d1a6c	user_options->limit	0
TOP.66d1f09d.000d1a6c	user_options->skip	0
TOP.66d1f09d.000d1a6c	user_options->attack_mode	100
TOP.66d1f09d.000d1a6c	user_options->benchmark	0
TOP.66d1f09d.000d1a6c	user_options->benchmark_all	0
TOP.66d1f09d.000d1a6c	user_options->bitmap_max	18
TOP.66d1f09d.000d1a6c	user_options->bitmap_min	16
TOP.66d1f09d.000d1a6c	user_options->debug_mode	0
TOP.66d1f09d.000d1a6c	user_options->hash_info	0
TOP.66d1f09d.000d1a6c	user_options->force	0
TOP.66d1f09d.000d1a6c	user_options->hwmon_disable	0
TOP.66d1f09d.000d1a6c	user_options->hwmon_temp_abort	90
TOP.66d1f09d.000d1a6c	user_options->hash_mode	0
TOP.66d1f09d.000d1a6c	user_options->hex_charset	0
TOP.66d1f09d.000d1a6c	user_options->hex_salt	0
TOP.66d1f09d.000d1a6c	user_options->hex_wordlist	0
TOP.66d1f09d.000d1a6c	user_options->hook_threads	0
TOP.66d1f09d.000d1a6c	user_options->identify	0
TOP.66d1f09d.000d1a6c	user_options->increment	0
TOP.66d1f09d.000d1a6c	user_options->increment_max	256
TOP.66d1f09d.000d1a6c	user_options->increment_min	1
TOP.66d1f09d.000d1a6c	user_options->keep_guessing	0
TOP.66d1f09d.000d1a6c	user_options->kernel_accel	0
TOP.66d1f09d.000d1a6c	user_options->kernel_loops	0
TOP.66d1f09d.000d1a6c	user_options->kernel_threads	0
TOP.66d1f09d.000d1a6c	user_options->keyspace	0
TOP.66d1f09d.000d1a6c	user_options->left	0
TOP.66d1f09d.000d1a6c	user_options->logfile_disable	0
TOP.66d1f09d.000d1a6c	user_options->loopback	0
TOP.66d1f09d.000d1a6c	user_options->machine_readable	0
TOP.66d1f09d.000d1a6c	user_options->markov_classic	0
TOP.66d1f09d.000d1a6c	user_options->markov_disable	0
TOP.66d1f09d.000d1a6c	user_options->markov_inverse	0
TOP.66d1f09d.000d1a6c	user_options->markov_threshold	256
